name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
Fuuma no Kojirou: Yasha-hen,6.4,OVA,6,6410,25,1,0,0,0,0,1,0,0,0,0,0
Fuuma no Kojirou: Seiken Sensou-hen,6.44,OVA,6,6210,30,1,0,0,0,0,1,0,0,0,0,0
Fuuma no Kojirou: Fuuma Hanran-hen,6.42,OVA,1,6307,50,1,0,0,0,0,1,0,0,0,0,0
Goku Sayonara Zetsubou Sensei,7.85,OVA,3,739,25,0,1,0,0,0,1,0,0,0,0,0
Pokemon: Pikachu no Fuyuyasumi,6.52,OVA,2,5802,9,0,0,1,0,0,0,0,0,1,0,0
Mouryou no Hako,7.19,TV,13,2832,23,0,1,0,0,0,0,1,0,0,0,0
Tales of the Abyss,7.32,TV,26,2272,24,1,0,0,0,0,0,0,0,1,0,0
InuYasha: Kuroi Tessaiga,7.74,Special,1,936,29,1,0,0,0,0,0,0,0,0,0,0
Umineko no Naku Koro ni,7.13,TV,26,3075,23,0,1,0,0,0,0,1,0,0,0,0
Kuroshitsuji,7.75,TV,24,924,24,0,1,0,0,0,1,0,0,0,0,0
Black Lagoon: Roberta's Blood Trail,8.05,OVA,5,477,33,0,0,0,1,0,1,0,0,0,0,0
Kyou no 5 no 2 (TV),7.23,TV,13,2646,23,1,0,0,0,0,1,0,0,0,0,0
Mach Girl,6.51,TV,26,15347,3,0,0,0,0,1,0,0,0,0,0,0
Bihada Ichizoku,5.77,TV,12,8948,9,1,0,0,0,0,0,0,0,0,0,1
Pokemon: Pikachu no Wanpaku Island,6.42,Special,1,6323,21,0,0,1,0,0,0,0,0,1,0,0
Ginga Tansa 2100-nen: Border Planet,5.94,Special,1,8413,NA,0,0,0,1,0,0,0,0,0,0,1
xxxHOLiC Shunmuki,8.08,OVA,2,444,26,1,0,0,0,0,1,0,0,0,0,0
Akai Hayate,5.45,OVA,4,9803,27,0,0,0,1,0,0,0,0,0,0,1
Tomoe ga Yuku!,5.33,OVA,2,10090,44,0,1,0,0,0,1,0,0,0,0,0
Idol Tenshi Youkoso Youko,6.2,TV,43,7349,20,0,0,0,0,1,0,0,0,0,0,1
Next Senki Ehrgeiz,5.53,TV,12,9611,25,1,0,0,0,0,0,0,0,0,0,1
Muu no Hakugei,6.31,TV,26,6852,25,1,0,0,0,0,0,0,0,0,0,1
A.F,4.48,Special,1,10904,15,0,1,0,0,0,0,0,0,0,0,1
Ikkyuu-san,6.75,TV,296,4691,24,0,0,0,0,1,0,0,0,0,0,0
Ninja Hattori-kun,6.81,TV,694,4382,10,0,0,0,0,1,1,0,0,0,0,0
Tsubasa: Shunraiki,8.13,OVA,2,383,29,0,1,0,0,0,0,0,0,0,0,0
Macross Fufonfia,5.59,ONA,20,9456,1,0,0,0,0,1,0,0,0,0,0,1
Sabaku no Kaizoku! Captain Kuppa,6.51,TV,26,11773,25,0,0,0,0,1,1,0,0,0,0,0
Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,6.34,Special,1,6671,41,0,0,1,0,0,0,0,0,0,0,0
Mushrambo (2008),6.49,OVA,2,5949,NA,0,0,1,0,0,0,0,0,0,0,0
Rokumon Tengai Mon Colle Knights,6.49,TV,51,5919,25,0,0,0,0,1,0,0,0,0,0,0
Choujin Locke: Mirror Ring,5.59,OVA,1,9459,NA,1,0,0,0,0,1,0,0,0,0,0
ChäoS;HEAd,6.37,TV,12,6564,27,0,1,0,0,0,0,1,0,0,0,0
Casshern Sins,7.53,TV,24,1486,24,0,1,0,0,0,0,0,0,0,1,0
Wakakusa Monogatari,6.23,Special,1,7214,NA,0,0,0,0,1,0,1,0,0,0,0
Mahoromatic 2 End Year Special,6.99,Special,1,3686,24,0,0,0,1,0,1,0,0,0,0,0
Asu no Yoichi!,6.78,TV,12,4512,24,1,0,0,0,0,1,0,0,0,0,0
Bari Bari Densetsu,6.39,OVA,2,6437,50,1,0,0,0,0,1,0,0,0,0,0
Tentai Senshi Sunred,7.81,TV,26,805,13,1,0,0,0,0,1,0,0,0,0,0
Juugo Shounen Hyouryuuki,6.06,Special,1,7993,NA,0,0,0,0,1,0,1,0,0,0,0
Piroppo,6.51,TV,23,11558,1,0,0,0,0,0,0,0,0,0,1,0
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,7.06,Special,1,3395,NA,1,0,0,0,0,0,0,0,0,0,0
Zettai Shougeki: Platonic Heart,4.66,OVA,5,10848,30,0,0,0,1,0,1,0,0,0,0,0
Toushi Gordian,6.26,TV,73,7092,25,0,0,0,0,1,0,0,0,0,0,1
Ninpuu Kamui Gaiden,6.63,TV,26,5227,25,0,1,0,0,0,1,0,0,0,0,0
Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,5.24,OVA,1,10243,45,0,0,0,1,0,0,0,0,0,0,0
Stitch!,6.04,TV,25,8065,25,0,0,1,0,0,0,0,0,0,1,0
Major S5,8.45,TV,25,124,24,1,0,0,0,0,1,0,0,0,0,0
Maria†Holic,7.05,TV,12,3472,24,1,0,0,0,0,1,0,0,0,0,0
Cobra The Animation: Time Drive,6.92,OVA,2,3922,30,0,0,0,1,0,1,0,0,0,0,0
Cobra The Animation,7.11,TV,13,3156,24,0,0,0,1,0,1,0,0,0,0,0
Shikabane Hime: Kuro,7.32,TV,12,2267,24,0,1,0,0,0,1,0,0,0,0,0
Hurricane Live! 2033,6.65,Special,7,5146,4,1,0,0,0,0,0,0,0,0,0,0
Terra e... (TV) Specials,6.73,Special,3,4771,3,1,0,0,0,0,0,0,0,0,0,0
Kurozuka,6.93,TV,12,3910,23,0,1,0,0,0,1,0,0,0,0,0
One Outs,8.35,TV,25,180,23,1,0,0,0,0,1,0,0,0,0,0
Guin Saga,7.2,TV,26,2779,24,1,0,0,0,0,0,1,0,0,0,0
Kiss x Sis,6.93,OVA,12,3901,24,0,0,0,1,0,1,0,0,0,0,0
Hurricane Live! 2032,6.77,Special,6,4592,4,1,0,0,0,0,0,0,0,0,0,0
"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",6.84,OVA,1,4266,19,0,0,0,1,0,0,0,0,0,0,0
Macross XX,5.46,Special,1,9803,2,1,0,0,0,0,0,0,0,0,0,1
Eightman,5.91,TV,56,8510,25,1,0,0,0,0,1,0,0,0,0,0
Penguin Musume♥Heart Special,6.37,Special,1,6545,10,0,0,0,1,0,1,0,0,0,0,0
Hetalia Axis Powers,7.39,ONA,52,1949,5,1,0,0,0,0,1,0,0,0,0,0
Detroit Metal City: Birth of the Metal Devil,7.32,Special,1,2237,13,0,1,0,0,0,1,0,0,0,0,0
Beast Wars Second Chou Seimeitai Transformers,6.4,TV,43,6398,24,0,0,1,0,0,0,0,0,0,0,0
Croket!,6.89,TV,104,4062,20,0,0,0,0,1,1,0,0,0,0,0
Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,6.88,Special,1,4105,23,1,0,0,0,0,0,0,0,0,0,1
Tetsuwan Birdy Decode:02,7.74,TV,12,943,23,0,1,0,0,0,1,0,0,0,0,0
Yuusha Keisatsu J-Decker,7.32,TV,48,2277,24,0,0,0,0,1,0,0,0,0,0,1
Kurokami The Animation,7.17,TV,23,2918,23,0,1,0,0,0,1,0,0,0,0,0
Quiz Magic Academy: The Original Animation,6.13,OVA,1,7630,29,1,0,0,0,0,0,0,0,1,0,0
Bakemonogatari,8.36,TV,15,174,24,0,1,0,0,0,0,1,0,0,0,0
Battle Spirits: Shounen Toppa Bashin,6.43,TV,50,6265,24,0,0,1,0,0,0,0,0,0,0,0
Nakedyouth,5.84,ONA,1,8712,9,0,0,0,1,0,0,0,0,0,0,1
Fabre-sensei wa Meitantei,6.26,TV,26,7067,25,0,0,1,0,0,0,1,0,0,0,0
Noramimi 2,6.51,TV,13,11229,20,0,0,0,0,0,1,0,0,0,0,0
Manga Sarutobi Sasuke,6.68,TV,24,5003,20,0,0,1,0,0,0,0,0,0,0,0
Andes Shounen Pepero no Bouken,6.62,TV,26,5286,24,0,0,1,0,0,0,0,0,0,0,0
Akikan!,6.18,TV,12,7442,23,1,0,0,0,0,0,1,0,0,0,0
Fullmetal Alchemist: Brotherhood,9.19,TV,64,1,24,0,1,0,0,0,1,0,0,0,0,0
Candy Boy Episode: EX01 - Mirai Yohouzu,6.85,OVA,1,4231,7,1,0,0,0,0,0,0,0,0,0,1
Suzumiya Haruhi-chan no Yuuutsu,7.49,ONA,25,1596,5,1,0,0,0,0,1,0,0,0,0,0
Jikuu Boukenki Zentrix,6.34,TV,26,6682,22,0,0,1,0,0,0,0,0,0,0,1
Groizer X,6.11,TV,36,7772,25,0,0,0,0,1,0,0,0,0,0,0
Let's Nupu Nupu,6.26,TV,16,7068,5,0,0,0,1,0,1,0,0,0,0,0
100-man-nen Chikyuu no Tabi: Bander Book,5.72,Special,1,9070,NA,0,0,0,1,0,0,0,0,0,0,1
Flag Director's Edition: Issenman no Kufura no Kiroku,6.71,OVA,1,4842,NA,1,0,0,0,0,0,0,0,0,0,1
Karaoke Senshi Mike-tarou,6.51,TV,20,14893,25,1,0,0,0,0,1,0,0,0,0,0
Taishou Yakyuu Musume.,7.36,TV,12,2086,24,1,0,0,0,0,0,1,0,0,0,0
Tokusou Kihei Dorvack,6.26,TV,36,7089,24,0,0,0,1,0,0,0,0,0,0,0
Comic Party Revolution OVA,6.51,OVA,4,5855,30,1,0,0,0,0,0,1,0,0,0,0
Hatsukoi Limited.,7.32,TV,12,2243,24,1,0,0,0,0,1,0,0,0,0,0
Mahjong Hishouden: Naki no Ryuu,5.98,OVA,3,8308,40,1,0,0,0,0,1,0,0,0,0,0
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,6.9,Special,1,4034,34,1,0,0,0,0,1,0,0,0,0,0
Kikou Kai Galient,6.44,TV,25,6229,24,1,0,0,0,0,0,0,0,0,0,1
Genji Monogatari Sennenki,6.93,TV,11,3897,22,0,0,0,1,0,0,1,0,0,0,0
Minami-ke Okaeri,7.58,TV,13,1342,24,1,0,0,0,0,1,0,0,0,0,0
Code Geass: Hangyaku no Lelouch R2 Picture Drama,7.11,Special,9,3157,5,1,0,0,0,0,0,0,0,0,0,1
Macross 25th Anniversary: All That VF Macross Zero Version,6.24,ONA,1,7179,2,1,0,0,0,0,0,0,0,0,0,0
Macross 25th Anniversary: All That VF Macross F Version,6.31,ONA,1,6852,2,1,0,0,0,0,0,0,0,0,0,0
Cream Lemon: New Generation,5.81,OVA,4,8818,30,0,0,0,1,0,0,0,0,0,0,0
Asience: Kami wa Onna no Inochi,6.26,Special,1,7046,1,1,0,0,0,0,0,0,0,0,0,0
Denpa-teki na Kanojo,7.58,OVA,2,1340,42,0,1,0,0,0,0,1,0,0,0,0
Negibouzu no Asatarou,6.51,TV,48,11076,20,0,0,0,0,0,0,1,0,0,0,0
Chou Tokkyuu Hikarian,6.32,TV,156,6766,7,0,0,0,0,1,0,0,0,0,0,0
Kiku-chan to Ookami,6.51,Special,1,15002,45,0,0,0,0,0,0,0,0,0,0,0
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,6.51,ONA,1,11997,20,0,0,1,0,0,0,0,0,0,0,0
Aria the Origination Picture Drama,7.08,Special,7,3267,7,0,0,0,0,1,0,0,0,0,0,0
Dragon League,7,TV,39,3626,24,1,0,0,0,0,0,0,0,0,0,0
Seto no Hanayome Fan Disc,7.06,Special,2,3386,6,1,0,0,0,0,1,0,0,0,0,0
Offside (TV),7.11,TV,39,3141,23,0,0,0,0,1,1,0,0,0,0,0
Salad Juu Yuushi Tomatoman,6.5,TV,50,5913,23,0,0,0,0,1,0,0,0,0,0,0
Shin Maple Town Monogatari: Palm Town-hen,6.78,TV,44,4554,24,0,0,0,0,1,0,0,0,0,0,1
Hokuro Kyoudai Full Throttle!!!!,6.51,ONA,7,14465,5,1,0,0,0,0,0,0,0,0,0,0
D.C.if: Da Capo if,7.17,OVA,2,2887,26,1,0,0,0,0,0,1,0,0,0,0
Goal FH: Field Hunter,6.89,TV,39,4086,30,1,0,0,0,0,1,0,0,0,0,0
Shangri-La,7.07,TV,24,3363,23,1,0,0,0,0,0,1,0,0,0,0
Robotan (1986),6.12,TV,33,7719,25,0,0,0,0,1,0,0,0,0,0,0
Souten Kouro,7.3,TV,26,2350,23,0,0,0,1,0,1,0,0,0,0,0
Initial D Extra Stage 2,7.42,OVA,1,1842,54,1,0,0,0,0,1,0,0,0,0,0
Inazuma Eleven,7.59,TV,127,1315,24,0,0,0,0,1,0,0,0,1,0,0
Slayers Evolution-R,7.42,TV,13,1844,24,1,0,0,0,0,0,1,0,0,0,0
Zettai Yareru Greece Shinwa,6.51,TV,13,13110,24,0,0,0,1,0,0,0,0,0,0,1
Live On Cardliver Kakeru,6.49,TV,51,5958,23,0,0,1,0,0,1,0,0,0,0,0
Compiler Festa,5.4,OVA,1,9932,50,0,0,0,1,0,0,0,0,0,0,0
Mofu☆Mofu,5.58,TV,11,9472,3,0,0,0,0,1,0,0,0,0,0,1
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,7.38,Special,1,1966,5,0,0,0,0,1,0,0,0,0,0,0
Adesugata Mahou no Sannin Musume,5.37,OVA,1,9970,29,1,0,0,0,0,0,0,0,0,0,1
Mitsume ga Tooru,6.66,TV,48,5084,24,0,0,0,0,1,1,0,0,0,0,0
God Mazinger,6.38,TV,23,6492,29,0,1,0,0,0,1,0,0,0,0,0
Angel Densetsu,7.5,OVA,2,1568,24,0,1,0,0,0,1,0,0,0,0,0
One Piece: Romance Dawn Story,7.39,OVA,1,1923,33,1,0,0,0,0,1,0,0,0,0,0
"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",6.6,Special,1,5389,21,0,0,1,0,0,0,0,0,1,0,0
Hajime no Ippo: New Challenger,8.67,TV,26,50,23,1,0,0,0,0,1,0,0,0,0,0
Pankunchi,6.51,ONA,10,11479,1,0,0,0,0,1,0,0,0,0,0,0
Shugo Chara!! Doki,7.43,TV,51,1801,24,0,0,1,0,0,1,0,0,0,0,0
Choujuu Kishin Dancougar: God Bless Dancougar,6.51,OVA,1,5829,NA,1,0,0,0,0,0,0,0,0,0,0
Gamba no Bouken,7.09,TV,26,3251,24,0,0,0,0,1,0,1,0,0,0,0
All That Gundam,5.8,Special,1,8820,1,0,0,0,0,1,0,0,0,0,0,1
Miracle Giants Doumu-kun,7.23,TV,49,2668,25,0,0,1,0,0,1,0,0,0,0,0
Magical★Taruruuto-kun,6.54,TV,87,5712,25,1,0,0,0,0,1,0,0,0,0,0
Happy Happy Clover,6.31,TV,13,6828,25,0,0,0,0,1,1,0,0,0,0,0
Sekirei: Pure Engagement,7.36,TV,13,2076,24,0,0,0,1,0,1,0,0,0,0,0
Totsugeki! Pappara-tai,6.51,TV,25,12589,24,1,0,0,0,0,1,0,0,0,0,0
Sekirei: Hajimete no Otsukai,7.08,Special,1,3304,10,0,0,0,1,0,1,0,0,0,0,0
Ippatsu Kanta-kun,6.02,TV,53,8160,24,0,0,1,0,0,0,0,0,0,0,0
RahXephon Specials,6.45,Special,2,6184,19,1,0,0,0,0,0,0,0,0,0,1
Getter Robo Go,6.16,TV,50,7538,24,1,0,0,0,0,0,0,0,0,0,0
Time Slip Ichimannen: Prime Rose,5.53,Special,1,9592,NA,0,0,0,1,0,1,0,0,0,0,0
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,6.96,Special,1,3794,28,1,0,0,0,0,1,0,0,0,0,0
Zoku Natsume Yuujinchou,8.57,TV,13,84,24,1,0,0,0,0,1,0,0,0,0,0
Akiba-chan,5.26,TV,10,10215,5,0,0,0,0,1,0,0,0,0,0,0
"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",6.65,OVA,1,5167,30,0,0,0,1,0,0,1,0,0,0,0
Tales of Symphonia The Animation: Tethe'alla-hen,7.5,OVA,4,1586,40,1,0,0,0,0,0,0,0,1,0,0
Sora wo Kakeru Shoujo,7.01,TV,26,3592,24,1,0,0,0,0,0,0,0,0,0,1
Ushio to Tora: Comical Deformer Gekijou,6.27,OVA,1,7032,30,1,0,0,0,0,0,0,0,0,0,0
Astroganger,6.41,TV,26,6359,24,0,0,0,0,1,0,0,0,0,0,0
Mugen Kouro,5.16,ONA,4,10377,2,1,0,0,0,0,0,0,0,1,0,0
Alice in Cyberland,4.91,OVA,1,10657,25,1,0,0,0,0,0,0,0,1,0,0
Toshokan Sensou: Koi no Shougai,7.38,Special,1,1997,24,1,0,0,0,0,0,1,0,0,0,0
Ikkitousen: Great Guardians Specials,6.6,Special,6,5364,2,0,0,0,1,0,0,0,0,0,0,0
Bakugan Battle Brawlers: New Vestroia,6.41,TV,52,6359,24,0,0,1,0,0,0,0,0,0,0,1
Ookami to Koushinryou II,8.36,TV,12,175,24,1,0,0,0,0,0,1,0,0,0,0
Asura Cryin',6.95,TV,13,3807,24,1,0,0,0,0,0,1,0,0,0,0
Monkey Punch: Manga Katsudou Daishashin,6.9,TV,12,4031,50,0,0,0,1,0,0,0,0,0,0,0
Time Bokan Series: Itadakiman,5.94,TV,20,8423,24,0,0,0,1,0,0,0,0,0,0,0
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,7.54,OVA,1,1443,28,1,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam 00: Tenshitachi no Kiseki,7.2,Special,1,2779,24,1,0,0,0,0,0,0,0,0,0,0
Chameleon (OVA),6.49,OVA,6,5931,51,0,0,0,1,0,1,0,0,0,0,0
Sengoku Basara,7.39,TV,12,1931,23,1,0,0,0,0,0,0,0,1,0,0
Canaan,7.27,TV,13,2490,23,0,1,0,0,0,0,1,0,0,0,0
Street Fighter IV: Aratanaru Kizuna,6.26,OVA,1,7061,NA,1,0,0,0,0,0,0,0,1,0,0
Seisenshi Dunbine OVA,5.69,OVA,3,9184,30,1,0,0,0,0,0,0,0,0,0,0
Miracle! Mimika,6.51,TV,225,15597,10,0,0,0,0,1,0,0,0,0,0,1
Gakkyuu Ou Yamazaki,6.2,TV,53,7331,24,0,0,0,0,1,1,0,0,0,0,0
Nekketsu Saikyou Go-Saurer,6.72,TV,51,4805,23,1,0,0,0,0,0,0,0,0,0,1
Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,5.94,OVA,2,8430,29,1,0,0,0,0,0,0,0,0,0,0
Usavich III,7.1,TV,13,3221,1,1,0,0,0,0,0,0,0,0,0,1
La Rose de Versailles,5.7,Special,1,9150,4,0,0,0,0,1,0,0,0,0,0,0
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,7.51,Special,1,1539,31,1,0,0,0,0,1,0,0,0,0,0
Kemono no Souja Erin,8.35,TV,50,180,25,1,0,0,0,0,0,1,0,0,0,0
Ougon Yuusha Goldran,6.82,TV,48,4361,24,0,0,0,0,1,0,0,0,0,0,1
A-Girl,5.6,OVA,1,9413,31,1,0,0,0,0,1,0,0,0,0,0
Chibi Kero: Kerobouru no Himitsu!?,6.21,Special,1,7299,17,0,0,0,0,1,0,0,0,0,0,0
Yoku Wakaru Gendai Mahou,6.46,TV,12,6121,24,1,0,0,0,0,0,1,0,0,0,0
Yu☆Gi☆Oh! Duel Monsters: Battle City Special,7.11,Special,1,3156,23,1,0,0,0,0,1,0,0,0,0,0
Top wo Nerae! Kagaku Kouza,6.12,Special,6,7708,2,0,0,0,0,1,0,0,0,0,0,1
Mahoutsukai Tai! vs. Shamanic Princess,5.84,OVA,1,8725,5,1,0,0,0,0,0,0,0,0,0,0
Yattokame Tanteidan,6.51,TV,14,12975,20,0,0,0,0,1,0,0,0,0,0,0
Kokoro Toshokan: Communication Clips,5.76,Special,1,8968,5,0,0,0,0,1,1,0,0,0,0,0
Tsuri Baka Nisshi,6.51,TV,36,12607,24,0,0,0,0,1,1,0,0,0,0,0
Yobarete Tobidete Akubi-chan,5.94,TV,26,8431,20,0,0,0,0,1,0,0,0,0,0,0
Time Bokan 2000: Kaitou Kiramekiman,5.94,TV,26,8422,25,1,0,0,0,0,0,0,0,0,0,0
Fushigi na Melmo,6.38,TV,26,6507,24,0,0,1,0,0,1,0,0,0,0,0
Gozonji! Gekkou Kamen-kun,6.51,TV,25,14186,25,0,0,0,0,1,0,0,0,0,1,0
Bikkuriman 2000,6.51,TV,68,13443,24,0,0,0,0,1,0,0,0,0,0,0
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.65,Special,12,5132,2,1,0,0,0,0,0,0,0,0,0,0
Shin Mazinger Shougeki! Z-hen,7.71,TV,26,994,23,0,1,0,0,0,1,0,0,0,0,0
Platonic Chain: Web,5.7,Special,1,9149,15,1,0,0,0,0,0,1,0,0,0,0
Ranma ½: Akumu! Shunmin Kou,7.53,OVA,1,1468,30,1,0,0,0,0,1,0,0,0,0,0
Konnichiwa Anne: Before Green Gables,7.59,TV,39,1321,20,0,0,0,0,1,0,1,0,0,0,0
Gun x Sword-san,5.75,Special,13,9000,4,0,0,0,0,1,0,0,0,0,0,0
Shinkyoku Soukai Polyphonica Crimson S,7.19,TV,12,2810,25,1,0,0,0,0,0,1,0,0,0,0
Viper's Creed,6.74,TV,12,4710,23,1,0,0,0,0,0,0,0,0,0,1
Senjou no Valkyria,7.62,TV,26,1213,24,1,0,0,0,0,0,0,0,1,0,0
Onegai My Melody Sukkiri♪,6.81,TV,52,4381,10,0,0,1,0,0,0,0,0,0,0,0
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,7.34,OVA,1,2153,27,1,0,0,0,0,1,0,0,0,0,0
07-Ghost,7.24,TV,25,2587,23,1,0,0,0,0,1,0,0,0,0,0
Pandora Hearts,7.72,TV,25,988,24,1,0,0,0,0,1,0,0,0,0,0
Hai! Akko Desu,6.55,TV,164,5636,25,0,0,0,0,1,0,0,0,0,0,0
Tegamibachi: Hikari to Ao no Gensou Yawa,7.47,Special,1,1665,27,1,0,0,0,0,1,0,0,0,0,0
Blassreiter: Navi,6.33,Special,1,6722,18,0,1,0,0,0,0,0,0,0,0,1
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,5.46,OVA,1,9800,46,0,0,0,1,0,0,0,0,0,0,0
Eguchi Hisashi no Nantoka Narudesho!,5.09,OVA,1,10497,33,0,0,0,1,0,1,0,0,0,0,0
Gosho Aoyama's Collection of Short Stories,7.29,Special,7,2393,20,1,0,0,0,0,0,0,0,0,0,0
"Kaitei Daisensou: Ai no 20,000 Miles",5.39,Special,1,9948,NA,0,0,0,0,1,0,1,0,0,0,0
Sonic: Night of the WereHog,6.49,ONA,1,5927,11,0,0,0,0,1,0,0,0,1,0,0
New Dream Hunter Rem: Setsuriku no Mudenmekyu,6.12,OVA,1,7714,50,0,1,0,0,0,0,0,0,0,0,1
New Dream Hunter Rem: Yume no Kishitachi,6.18,OVA,1,7452,37,0,0,0,1,0,0,0,0,0,0,1
Dogs: Bullets & Carnage,7.34,OVA,4,2145,15,0,1,0,0,0,1,0,0,0,0,0
Fuusen no Doratarou,6.51,TV,13,14014,25,0,0,0,0,1,0,0,0,0,0,1
Natsu no Arashi!,7.28,TV,13,2412,23,1,0,0,0,0,1,0,0,0,0,0
Little El Cid no Bouken,6.31,TV,26,6843,25,0,0,0,0,1,0,0,0,0,0,1
Navia Dratp,4.96,ONA,5,10616,2,1,0,0,0,0,0,0,0,0,1,0
Dokonjou Gaeru,6.43,TV,103,6280,25,0,0,0,0,1,1,0,0,0,0,0
The Chocolate Panic Picture Show,4.47,OVA,1,10943,25,0,1,0,0,0,1,0,0,0,0,0
Biohazard 4D-Executer,5.51,Special,1,9672,20,0,1,0,0,0,0,0,0,1,0,0
21 Emon,6.14,TV,39,7602,25,0,0,0,0,1,0,0,0,0,0,0
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,5.99,OVA,4,8281,30,1,0,0,0,0,0,0,0,0,0,0
Higashi no Eden,7.83,TV,11,780,23,0,1,0,0,0,0,0,0,0,0,1
Restol: Teugsu Gujo Dae,6.29,TV,26,6921,25,0,0,0,0,1,0,0,0,0,0,0
Doukyuusei 2 (OVA) Special: Sotsugyousei,5.31,OVA,3,10108,30,0,0,0,1,0,0,0,0,0,0,0
Bouken Shite mo Ii Koro,5.53,OVA,3,9605,45,0,0,0,1,0,1,0,0,0,0,0
Glass no Kantai: La Legende du Vent de l'Univers Specials,6.18,Special,2,7452,24,1,0,0,0,0,0,0,0,0,0,1
PuriGorota: Uchuu no Yuujou Daibouken,5.01,OVA,1,10607,16,0,0,1,0,0,0,0,0,0,0,0
Great Mazinger,7.06,TV,56,3387,25,1,0,0,0,0,1,0,0,0,0,0
To LOVE-Ru OVA,7.31,OVA,6,2316,25,0,0,0,1,0,1,0,0,0,0,0
GA: Geijutsuka Art Design Class,7.15,TV,12,2994,24,1,0,0,0,0,1,0,0,0,0,0
Saki,7.48,TV,25,1649,24,1,0,0,0,0,1,0,0,0,0,0
Basquash!,7.24,TV,26,2590,24,1,0,0,0,0,0,0,0,0,0,1
Kobato.,7.98,TV,24,563,24,1,0,0,0,0,1,0,0,0,0,0
K-On!,7.84,TV,13,758,24,1,0,0,0,0,1,0,0,0,0,0
Phantom: Requiem for the Phantom,8.01,TV,26,525,24,0,1,0,0,0,0,1,0,0,0,0
Fresh Precure!,7.31,TV,50,2301,25,0,0,0,0,1,0,0,0,0,0,1
Gegege no Kitarou (1968),6.77,TV,65,4593,25,0,0,0,0,1,1,0,0,0,0,0
Eien no Filena,5.8,OVA,6,8827,27,0,1,0,0,0,0,1,0,0,0,0
Nodame Cantabile: Finale,8.27,TV,11,243,22,1,0,0,0,0,1,0,0,0,0,0
Rekka no Honoo: Final Burning,7.07,Special,1,3327,32,1,0,0,0,0,1,0,0,0,0,0
"Shinran-sama: Negai, Soshite Hikari",6.51,OVA,1,11993,NA,0,0,0,0,1,0,0,0,0,0,0
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,7.13,TV,9,3069,24,1,0,0,0,0,0,0,0,0,0,1
Tanoshii Muumin Ikka Bouken Nikki,7.5,TV,26,1581,25,0,0,0,0,1,0,1,0,0,0,0
Minami-ke Betsubara,7.51,OVA,1,1564,25,1,0,0,0,0,1,0,0,0,0,0
Arcade Gamer Fubuki Extra,4.74,Special,1,10807,6,1,0,0,0,0,0,0,0,0,0,1
Kiniro no Corda: Secondo Passo,7.15,Special,2,3001,25,1,0,0,0,0,0,1,0,0,0,0
Sex Pistols,6.65,OVA,2,NA,30,0,0,0,1,0,1,0,0,0,0,0
Mobile Suit Gundam: More Information on the Universal Century,6.12,Special,10,7710,3,1,0,0,0,0,0,0,0,0,0,1
Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,6.3,TV,30,6886,24,0,0,0,0,1,0,0,0,1,0,0
Tayutama: Kiss on My Deity,6.78,TV,12,4520,23,1,0,0,0,0,0,1,0,0,0,0
Space Cobra Pilot,6.48,Special,1,5978,23,1,0,0,0,0,1,0,0,0,0,0
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.67,OVA,4,1099,24,1,0,0,0,0,1,0,0,0,0,0
Aoki Ryuusei SPT Layzner OVA,6.78,OVA,3,4511,55,1,0,0,0,0,0,0,0,0,0,0
Dororo to Hyakkimaru,7.17,TV,26,2888,26,0,1,0,0,0,1,0,0,0,0,0
Uchuu Kuubo Blue Noah,6.56,TV,24,5597,26,0,0,1,0,0,0,0,0,0,0,1
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,7.28,Special,1,2457,23,1,0,0,0,0,0,1,0,0,0,0
Akaneiro ni Somaru Saka: Hardcore,6.43,Special,1,6263,26,0,0,0,1,0,0,1,0,0,0,0
